f1,f2,f3
-1.2393746601022124,0.749101494928422,-0.5285149086657245
-1.0360702795635313,0.8014363149814284,-1.2837115172161155
-0.6155791370338994,1.5795205260517258,-1.3919270562016652
1.3359775734011008,1.3486506150009683,1.4335642546518887
0.6589252037527805,1.3000188339505059,0.5716027126730088
0.6565322317553919,0.9914396434799886,0.870279795147332
1.453977977227612,0.5837406829635761,1.2773779051904943
1.124756334542253,1.1161239291149745,1.4425792783024778
-1.7238407454286833,-0.17528908962393275,-0.5888352025039358
-0.7941381298547902,1.9589631289943232,-0.2704970056456163
0.24272863721373616,0.39283098883507295,0.7424195351415477
0.6958790705421892,0.04468404390484193,1.4103982944363773
-1.3983448695751555,-0.21957843718317505,-1.3325391361324632
1.6998694393982414,1.1507031085564412,1.6156156534939718
-0.9751112109923282,0.387796089481773,-1.853478760581913
0.732503589640479,0.5080590693106417,0.9996948345706693
1.436569624769142,1.1432657370840704,1.5564131961885814
-0.6913385311418077,-0.15717996784919963,-0.17419549691110414
-1.1017599278238377,0.7349791154429034,-0.9747426153729987
1.1712871769061155,1.6767850642434596,1.0650205916196105
-0.26058544400955674,-0.5543359393279572,1.3031181749522487
0.33343554261246244,1.6524493016544297,-2.442148966807655
0.8748721109218383,0.470826095055098,1.0161989712515795
3.138674622001027,2.8134164255647076,2.4509888585667317
0.896894618658429,0.9798219640193051,1.1621622984948343
1.9744048479204044,3.1249374054806327,1.1075072880934977
0.6690249671651699,0.9996723196829705,0.9554181661426407
2.875422754110193,3.2707177248718917,1.4974167582119557
0.11695107184871179,-0.4236600624383371,0.7115000114578935
-1.098523920510132,0.44989276528964617,-1.2917896659743968
-1.3154470206925337,0.5552057815752047,-1.0999710131661442
-1.2251309058782567,1.7911516051031404,-0.03735959635292618
3.3798743319151074,3.568386358055222,2.3289140652761944
-0.4745427550500255,1.1114155862216109,-1.7399358660650575
-1.3650375167998245,-0.03327189693204824,-1.2847003014731921
-1.0804577561625275,1.1741767106886882,-0.4422972532876662
-2.0886929822681175,0.8534562642150645,0.6898303845307023
-1.2785718062607203,0.4009214935258598,-1.1305593605504203
-0.1548857549450391,2.312038017688313,-1.0988920521731391
1.6219478763386737,1.6407401372778854,1.4706495789067044
-1.1629926205529793,1.478058369219838,-0.026453013458135666
0.7022431632403004,0.5808264921935575,0.8422909016563831
-1.5118338502280393,-0.9475241709608961,-1.8069707967511324
1.2975769917473081,0.9213150260070824,1.48194143568821
-1.3177260550333878,0.5736043814952647,-0.6396585263527284
-0.4541308632133174,0.46094982918549654,-2.619571101670732
-1.9304394636948783,0.07158553110617127,-0.5844471021029836
-1.8392909832261208,-0.14041804264354218,-0.3322093900381158
1.1504262630585589,1.33734623706326,0.9892426092162252
3.2618657598751377,3.5736278343670485,1.787723428092873
-0.491874514373579,2.0791789047790394,-1.4308901280278705
-1.325562136348494,2.1317282835547213,0.22385452287241958
-1.4254855390460506,-1.5608614163926777,-0.1735219623573936
-1.4033949866096591,0.9191937734325157,-0.4403772760368635
-1.611077271641169,0.6146856048299133,-0.34381796086232996
-0.7422423789250454,1.732656985753766,0.05003262741930081
-1.4526098958327824,0.07038460770862864,-1.081667686025041
-1.5534221102756793,1.3179303156532023,-0.07345840286634053
0.19427032218077345,-0.5074157341301575,0.9327236099186194
-1.9740695533680137,0.837375793785569,0.5898706422076294
1.094246893305968,0.41461977301980335,1.169417739324074
-1.0869834458856609,1.6887238995617855,-0.41641253654896127
1.2143041632411897,1.7249585744769766,0.821274717342323
-1.7816839530264779,0.34802427195829355,-0.6493191481923912
1.5264619836686761,1.8276914999468434,1.186655112363762
-1.0127722480137114,0.9686060236538234,-1.434289432953892
-1.4729346221167265,-2.4538445827728226,-0.05707856883935736
1.6082494770982723,1.6750716040587639,1.3322777926096356
-2.880684778824275,0.4588473791468991,1.3816700763462006
-0.6898748807480828,-0.760355056412588,0.22171899435121023
-2.443032842551622,-0.1236108612936675,0.4225080255355236
-0.46758592195148363,0.24337397906754143,-2.6491099432204877
-1.3483715519376864,0.5042857433483082,-1.0971715236807515
0.6547718897877627,-0.14428164770228902,1.392494635742798
0.8943456981485038,0.4505792764280263,1.202872519044675
-1.3225784330296377,1.1693492486640378,-0.025875254591041452
-1.1526493605830863,1.374524032756812,-0.4928963479600207
-2.248866454866445,-0.8879838287104953,-1.1437518362275587
0.9272306867118608,0.28529637014559484,1.5750769456621998
0.9850408021658007,1.0911930794847164,0.44896085023887633
1.4992009188272055,1.5010050793202034,1.2370279927806025
-1.9927546460909586,0.21418459821687663,-0.18314789343460536
1.181670606407511,0.8609601204069779,1.3493068234819419
0.4253355441048392,1.9071710968862128,-1.979771507403061
-1.5193667926836754,0.803787459473555,-0.138759441544812
-1.0133691857743377,0.787232333319019,-1.2695164070747946
-1.6569515897398157,0.3167063556109211,-0.8587723241246032
1.3682438998297095,1.1824169979788417,1.547986657045077
-0.4464863342753679,1.5382645200665483,-1.4408988126882765
-0.2155893606516479,1.116054803987059,-1.9181256890375251
0.5758476654216682,-0.3687780360149999,1.5556962930491902
-0.14340961305671607,1.9128540103799616,-1.4780165784186294
0.18989282162213905,0.0013958923376538035,1.0114886307644273
